#   2H + 116Sn elastic scattering Elab=183 Mev
# --------- Optical Potential ---------  
#     r(fm)       V(MeV)       W(MeV)
      23.24         3.0980    -3.6657E-07
      23.25         3.0967    -3.6232E-07
      23.26         3.0954    -3.5812E-07
      23.27         3.0940    -3.5397E-07
      23.28         3.0927    -3.4987E-07
      23.29         3.0914    -3.4582E-07
      23.30         3.0901    -3.4181E-07
      23.31         3.0887    -3.3785E-07
      23.32         3.0874    -3.3394E-07
      23.33         3.0861    -3.3007E-07
      23.34         3.0848    -3.2624E-07
      23.35         3.0834    -3.2246E-07
      23.36         3.0821    -3.1872E-07
      23.37         3.0808    -3.1503E-07
      23.38         3.0795    -3.1138E-07
      23.39         3.0782    -3.0777E-07
      23.40         3.0768    -3.0421E-07
      23.41         3.0755    -3.0068E-07
      23.42         3.0742    -2.9720E-07
      23.43         3.0729    -2.9375E-07
      23.44         3.0716    -2.9035E-07
      23.45         3.0703    -2.8699E-07
      23.46         3.0690    -2.8366E-07
      23.47         3.0677    -2.8037E-07
      23.48         3.0664    -2.7712E-07
      23.49         3.0651    -2.7391E-07
      23.50         3.0638    -2.7074E-07
      23.51         3.0625    -2.6760E-07
      23.52         3.0612    -2.6450E-07
      23.53         3.0598    -2.6144E-07
      23.54         3.0585    -2.5841E-07
      23.55         3.0573    -2.5541E-07
      23.56         3.0560    -2.5245E-07
      23.57         3.0547    -2.4953E-07
      23.58         3.0534    -2.4664E-07
      23.59         3.0521    -2.4378E-07
      23.60         3.0508    -2.4095E-07
      23.61         3.0495    -2.3816E-07
      23.62         3.0482    -2.3540E-07
      23.63         3.0469    -2.3267E-07
      23.64         3.0456    -2.2998E-07
      23.65         3.0443    -2.2731E-07
      23.66         3.0430    -2.2468E-07
      23.67         3.0418    -2.2208E-07
      23.68         3.0405    -2.1950E-07
      23.69         3.0392    -2.1696E-07
      23.70         3.0379    -2.1445E-07
      23.71         3.0366    -2.1196E-07
      23.72         3.0353    -2.0950E-07
      23.73         3.0341    -2.0708E-07
      23.74         3.0328    -2.0468E-07
      23.75         3.0315    -2.0231E-07
      23.76         3.0302    -1.9996E-07
      23.77         3.0290    -1.9764E-07
      23.78         3.0277    -1.9535E-07
      23.79         3.0264    -1.9309E-07
      23.80         3.0251    -1.9085E-07
      23.81         3.0239    -1.8864E-07
      23.82         3.0226    -1.8646E-07
      23.83         3.0213    -1.8430E-07
      23.84         3.0201    -1.8216E-07
      23.85         3.0188    -1.8005E-07
      23.86         3.0175    -1.7796E-07
      23.87         3.0163    -1.7590E-07
      23.88         3.0150    -1.7386E-07
      23.89         3.0137    -1.7185E-07
      23.90         3.0125    -1.6986E-07
      23.91         3.0112    -1.6789E-07
      23.92         3.0100    -1.6594E-07
      23.93         3.0087    -1.6402E-07
      23.94         3.0074    -1.6212E-07
      23.95         3.0062    -1.6024E-07
      23.96         3.0049    -1.5838E-07
      23.97         3.0037    -1.5655E-07
      23.98         3.0024    -1.5474E-07
      23.99         3.0012    -1.5294E-07
      24.00         2.9999    -1.5117E-07
      24.01         2.9987    -1.4942E-07
      24.02         2.9974    -1.4769E-07
      24.03         2.9962    -1.4598E-07
      24.04         2.9949    -1.4428E-07
      24.05         2.9937    -1.4261E-07
      24.06         2.9924    -1.4096E-07
      24.07         2.9912    -1.3933E-07
      24.08         2.9900    -1.3771E-07
      24.09         2.9887    -1.3612E-07
      24.10         2.9875    -1.3454E-07
      24.11         2.9862    -1.3298E-07
      24.12         2.9850    -1.3144E-07
      24.13         2.9838    -1.2992E-07
      24.14         2.9825    -1.2841E-07
      24.15         2.9813    -1.2692E-07
      24.16         2.9801    -1.2545E-07
      24.17         2.9788    -1.2400E-07
      24.18         2.9776    -1.2256E-07
      24.19         2.9764    -1.2114E-07
      24.20         2.9751    -1.1974E-07
      24.21         2.9739    -1.1835E-07
      24.22         2.9727    -1.1698E-07
      24.23         2.9715    -1.1562E-07
      24.24         2.9702    -1.1428E-07
      24.25         2.9690    -1.1296E-07
      24.26         2.9678    -1.1165E-07
      24.27         2.9666    -1.1036E-07
      24.28         2.9653    -1.0908E-07
      24.29         2.9641    -1.0781E-07
      24.30         2.9629    -1.0657E-07
      24.31         2.9617    -1.0533E-07
      24.32         2.9605    -1.0411E-07
      24.33         2.9592    -1.0290E-07
      24.34         2.9580    -1.0171E-07
      24.35         2.9568    -1.0053E-07
      24.36         2.9556    -9.9368E-08
      24.37         2.9544    -9.8216E-08
      24.38         2.9532    -9.7078E-08
      24.39         2.9520    -9.5953E-08
      24.40         2.9507    -9.4841E-08
      24.41         2.9495    -9.3742E-08
      24.42         2.9483    -9.2656E-08
      24.43         2.9471    -9.1583E-08
      24.44         2.9459    -9.0521E-08
      24.45         2.9447    -8.9472E-08
      24.46         2.9435    -8.8436E-08
      24.47         2.9423    -8.7411E-08
      24.48         2.9411    -8.6398E-08
      24.49         2.9399    -8.5397E-08
      24.50         2.9387    -8.4407E-08
      24.51         2.9375    -8.3429E-08
      24.52         2.9363    -8.2463E-08
      24.53         2.9351    -8.1507E-08
      24.54         2.9339    -8.0563E-08
      24.55         2.9327    -7.9629E-08
      24.56         2.9315    -7.8707E-08
      24.57         2.9303    -7.7795E-08
      24.58         2.9291    -7.6893E-08
      24.59         2.9279    -7.6002E-08
      24.60         2.9268    -7.5121E-08
      24.61         2.9256    -7.4251E-08
      24.62         2.9244    -7.3391E-08
      24.63         2.9232    -7.2540E-08
      24.64         2.9220    -7.1700E-08
      24.65         2.9208    -7.0869E-08
      24.66         2.9196    -7.0048E-08
      24.67         2.9185    -6.9236E-08
      24.68         2.9173    -6.8434E-08
      24.69         2.9161    -6.7641E-08
      24.70         2.9149    -6.6857E-08
      24.71         2.9137    -6.6082E-08
      24.72         2.9126    -6.5317E-08
      24.73         2.9114    -6.4560E-08
      24.74         2.9102    -6.3812E-08
      24.75         2.9090    -6.3072E-08
      24.76         2.9078    -6.2341E-08
      24.77         2.9067    -6.1619E-08
      24.78         2.9055    -6.0905E-08
      24.79         2.9043    -6.0199E-08
      24.80         2.9032    -5.9502E-08
      24.81         2.9020    -5.8812E-08
      24.82         2.9008    -5.8131E-08
      24.83         2.8996    -5.7457E-08
      24.84         2.8985    -5.6791E-08
      24.85         2.8973    -5.6133E-08
      24.86         2.8961    -5.5483E-08
      24.87         2.8950    -5.4840E-08
      24.88         2.8938    -5.4205E-08
      24.89         2.8927    -5.3577E-08
      24.90         2.8915    -5.2956E-08
      24.91         2.8903    -5.2342E-08
      24.92         2.8892    -5.1736E-08
      24.93         2.8880    -5.1136E-08
      24.94         2.8869    -2.0514E-09
      24.95         2.8857    -2.0276E-09
      24.96         2.8845    -2.0041E-09
      24.97         2.8834    -1.9809E-09
      24.98         2.8822    -1.9579E-09
      24.99         2.8811    -1.9352E-09
      25.00         2.8799    -1.9128E-09
      25.01         2.8788    -1.8907E-09
